,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Demographic,Theme,Genre,Demographics
49,,クレヨンしんちゃん,Shin Chan,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,21 min.,G - All Ages,7.80,#1030,#2394,"87,677","1,325",42035,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,Shin Chan,Shin Chan,,['Seinen'],['School'],,
50,"Hokago Teibo Nisshi, Afterschool Embankment Journal",放課後ていぼう日誌,Diary of Our Days at the Breakwater,['TV'],12,Finished Airing,"Apr 7, 2020 to Sep 22, 2020",['Spring 2020'],Tuesdays at 22:00 (JST),"['AT-X', 'flying DOG', 'Akita Shoten', 'BS11', 'RAY', 'Kadokawa', 'Legs']",['Funimation'],['Doga Kobo'],['Manga'],"['Gourmet', 'Slice of Life']","['CGDCT', 'Iyashikei', 'School']",23 min. per ep.,PG-13 - Teens 13 or older,7.43,#2228,#2807,"68,009",328,28429,"Hina Tsurugi and her family have just moved to a quaint seaside town. Hoping to savor the sight of the peaceful ocean, Hina stumbles upon a girl named Yuuki Kuroiwa—an upperclassman at her new school—who invites Hina to join her in fishing. Hina reels in an octopus, which falls onto her; being afraid of bugs and big creatures, she panics and begs Yuuki to remove it from her. Yuuki sees this as an opportunity to force Hina to join the school's Breakwater Club—a club where members gather, catch, and eat various types of marine life as their main activity. Although her attempts to refuse to join fail, Hina slowly begins to discover the hidden joy in fishing. Her view on the sport changes, now looking forward to all the delightful experiences she can take part in alongside her fellow club members. [Written by MAL Rewrite]","['Adaptation (Manga) Houkago Teibou Nisshi', '']",Houkago Teibou Nisshi,,,,['Seinen'],,,
51,"Digimon Adventure (2020), Digimon Adventure Reboot",デジモンアドベンチャー:,,['TV'],67,Finished Airing,"Apr 5, 2020 to Sep 26, 2021",['Spring 2020'],Sundays at 09:00 (JST),"['Gallop', 'Yomiko Advertising', 'Fuji TV']","None found,",['Toei Animation'],Other,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,23 min. per ep.,PG - Children,6.48,#7180,#3029,"58,888",210,19344,"In the year 2020, technology is everywhere. Every digital device around the world is connected by a singular network where data travels. Unbeknownst to humans, this network has become home to life forms known as ""Digimon."" Fifth-grader Taichi Yagami is preparing for summer camp when strange occurrences begin in Tokyo; certain electronic systems have started going haywire. When he discovers that his sister and mother are trapped on an unstoppable train, he rushes to the nearby station. Suddenly, Taichi is transported to another world where he meets a strange creature by the name of Agumon, who somehow already knows his name. Taichi also receives a strange device called a ""Digivice,"" which allows him to communicate with the undigitized world. Taichi discovers he is in the ""Network,"" and virus-like Digimon are attacking the areas that maintain Tokyo’s electronic systems. It is up to Taichi and his new partner Agumon to stop these cyberattacks before the whole world is threatened by the actions of mischievous Digimon. [Written by MAL Rewrite]",[],Digimon Adventure:,,,,['Kids'],['Isekai'],,
52,,文豪とアルケミスト 〜審判ノ歯車〜,Bungo and Alchemist -Gears of Judgement-,['TV'],13,Finished Airing,"Apr 4, 2020 to Aug 8, 2020",['Spring 2020'],Saturdays at 01:23 (JST),"None found,",['Funimation'],['OLM'],Game,"['Adventure', 'Fantasy']",,24 min. per ep.,PG-13 - Teens 13 or older,6.52,#6965,#3117,"55,632",243,14516,"Famous writers throughout history find themselves being reincarnated by a mysterious, unseen entity known as the Alchemist. With their souls confined and bound to an expansive library, they are tasked by the Alchemist to jump into books to purify the pages of monsters called Taints. Along the way, they must also rescue and recruit fellow authors trapped within the very stories they themselves had written. Although the writers take on new and powerful forms for this endeavor, some still maintain a semblance of who they once were, while others struggle to remember their pasts and the works they had penned. Despite there being no apparent end to their grand mission, they remain committed to the cause in hope of resolving the mystery behind their collective resurrection as well as questions that have haunted their former lives. [Written by MAL Rewrite]",[],Bungou to Alchemist: Shinpan no Haguruma,,,,,,,
53,"Gal and Dinosaur, My Roomie Is a Dino, Gyaru to Kyouryuu",ギャルと恐竜,Gal & Dino,['TV'],12,Finished Airing,"Apr 5, 2020 to Dec 20, 2020",['Spring 2020'],Sundays at 01:00 (JST),"None found,",['Funimation'],"['Kamikaze Douga', 'Space Neko Company']",['Manga'],,,13 min. per ep.,PG-13 - Teens 13 or older,6.45,#7379,#4042,"34,108",89,10463,"Wasted from the night before, Kaede wakes up the next morning to find herself at home with a dinosaur she had brought along with her. The two start living together as an odd pair consisting of a typical gal girl and a mute dinosaur going about daily lives. Although not the most experienced paleontologist, Kaede begins to learn more about her new prehistoric roommate through a series of comedic gags and adventures. [Written by MAL Rewrite]","['Adaptation (Manga) Gal to Kyouryuu', '']",Gal to Kyouryuu,,,,['Seinen'],,['Comedy'],
54,"IDOLiSH7 2, Idolish Seven 2",アイドリッシュセブン Second BEAT!,IDOLiSH7 Second BEAT!,['TV'],15,Finished Airing,"Apr 5, 2020 to Dec 27, 2020",['Spring 2020'],Sundays at 23:00 (JST),"['Bandai Visual', 'Lantis', 'Bandai Namco Games']","None found,",['TROYCA'],Game,,"['Idols (Male)', 'Music']",24 min. per ep.,PG-13 - Teens 13 or older,8.13,#481,#4084,"33,446",404,12047,"Following their performance at the Black or White event, the idol group IDOLiSH7 is at the height of its popularity, with offers for various concerts and work coming in every day, much to the joy of the seven boys and their manager. However, as their fame continues to rise, Riku Nanase's health begins worsening due to the heavy workload. With the gigantic idol duo Re:vale showing interest in the group and the reopening event of the Zero Arena coming up, IDOLiSH7: Second Beat follows IDOLiSH7 as they not only struggle to adapt to the challenges of the idol life but also to face their personal troubles, all while continuously meeting the expectations of their treasured fans. [Written by MAL Rewrite]","['Prequel (TV) IDOLiSH7', 'Sequel (TV) IDOLiSH7 Third Beat!']",IDOLiSH7 Second Beat!,IDOLiSH7 Second Beat!,IDOLiSH7 Second Beat!,IDOLiSH7 Second Beat!,,,['Drama'],
55,,メジャーセカンド,,['TV'],25,Finished Airing,"Apr 4, 2020 to Nov 7, 2020",['Spring 2020'],Saturdays at 17:35 (JST),"['Shogakukan-Shueisha Productions', 'NHK']","None found,",['OLM'],['Manga'],,,24 min. per ep.,PG-13 - Teens 13 or older,7.47,#2073,#4824,"23,053",67,10334,"After recovering from the inner struggles he faced in the past, Daigo Shigeno continues to play baseball and is now the captain of Fuurin Private Academy Middle School's baseball team. Alongside Mutsuko Sakura, his classmate from elementary school, he aims to lead the team to glory. However, due to unexpected circumstances, Fuurin's baseball team is left with only six members: Daigo, Mutsuko, Yayoi Sawa, Tao Sagara, Seira Kandori, and Hiromu Tanba. Left with mostly female players and lacking in experience, the team struggles to gain confidence and trust from the new recruits—Akira Nishina, Anita Kabashima, and Chisato Fujii. Facing challenges such as having no proper coach, problematic recruits, and a limited number of members, Daigo's resolution is put to the test as he tries to bring the team together in time to participate in their first ever tournament. [Written by MAL Rewrite]","['Prequel (TV) Major 2nd', 'Adaptation (Manga) Major 2nd']",Major 2nd 2nd Season,MAJOR 2nd Staffel 2,MAJOR 2nd Temporada 2,MAJOR 2nd Saison 2,['Shounen'],['Team Sports'],['Sports'],
56,,ドラえもん (2005),,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",,25 min.,PG - Children,7.72,#1246,#4992,"21,306",236,9548,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,,,,['Anthropomorphic'],,"['Kids', 'Shounen']"
57,Yuu Gi Ou!,遊☆戯☆王 SEVENS,Yu-Gi-Oh! Sevens,['TV'],92,Finished Airing,"Apr 4, 2020 to Mar 27, 2022",['Spring 2020'],Saturdays at 07:30 (JST),"['TV Tokyo', 'Konami', 'Shueisha', 'Konami Cross Media NY']","None found,",['Bridge'],Card game,"['Action', 'Fantasy']",,24 min. per ep.,PG-13 - Teens 13 or older,6.19,#8890,#5250,"18,733",88,4892,"In the ever-growing world of Duel Monsters, as duelists improve their skills and rise up the ranks, duels become increasingly complex. By adhering to strict rules, in addition to using and learning proven strategies, one can develop into a strong duelist. However, as a boy who loves inventions and discovering new possibilities, elementary school student Yuuga Oudou finds the current way of dueling predictable and rigid—in other words, boring. Thus, he aims to craft a new path in dueling with his exhilarating new invention: Rush Duels. His ambition soon catches the attention of Tatsuhisa Kamijou, a fellow elementary school student, who brings him to a mysterious place in an attempt to discover the potential of the new system. While Yuuga aims to implement Rush Duels as the new dueling standard and overthrow the conventions of the game, he opens the door to his ultimate goal—to make dueling exciting again. [Written by MAL Rewrite]","['Adaptation (One-shot) Yu☆Gi☆Oh! Rush Duel: Yarouze! Rush Duel!!', 'Adaptation (Manga) Yu☆Gi☆Oh! Sevens: Luke! Bakuretsu Hadouden!!']",Yu☆Gi☆Oh! Sevens,,,,['Shounen'],['Strategy Game'],,
58,,別冊オリンピア・キュクロス,Extra Olympia Kyklos,['TV'],24,Finished Airing,"Apr 20, 2020 to Nov 2, 2020",['Spring 2020'],Mondays at 21:54 (JST),['nobishiro lab'],"None found,",['Gosay Studio'],['Manga'],"['Comedy', 'Sports']",,5 min. per ep.,PG-13 - Teens 13 or older,6.97,#4522,#5261,"18,653",78,6885,"Although primarily working as a vase painter in Ancient Greece, Demetrios is berated for his lack of resolve and ability to keep a cool head in a crisis. One day, he is suddenly struck by lightning and transported to Tokyo in 1964, the first year Japan hosted the Summer Olympics. More than accommodated by a family who simply excuses him as a harmless foreigner, Demetrios ends up bringing the knowledge he has gained from the modern era to his own time period whenever he returns after being zapped by lightning. As he repeatedly travels between the two eras, Demetrios learns to impress his fellow villagers and begins to stand up for himself—all just in time to become stronger and organize and participate in his own Olympics back at home. [Written by MAL Rewrite]","['Adaptation (Manga) Olympia Kyklos', '']",Bessatsu Olympia Kyklos,Extra Olympia Kyklos,Extra Olympia Kyklos,Extra Olympia Kyklos,['Seinen'],['Historical'],,
59,,シャドウバース,,['TV'],48,Finished Airing,"Apr 7, 2020 to Mar 23, 2021",['Spring 2020'],Tuesdays at 17:55 (JST),"['TV Tokyo', 'Sonilude']","None found,",['Zexcs'],Card game,,,24 min. per ep.,PG-13 - Teens 13 or older,5.74,#11165,#5440,"17,087",36,5176,"On his way to school, Hiiro Ryuugasaki hears a strange voice coming from his storage shed. As he searches the place, he discovers a smartphone with the popular digital card game ""Shadowverse"" already installed. Under the assumption that his grandfather has finally decided to buy him a smartphone after countless requests, Hiiro finds nothing amiss. Later that day, Hiiro receives concerning news regarding his classmate, Mimori Amamiya. She has lost as yet another victim of Takuma Kibakura, a fellow Shadowverse player who bullies his opponents by seizing their phones after he defeats them in battle. Determined to retrieve Mimori's smartphone, Hiiro enters an exciting new world, filled with intense matches and fierce Shadowverse opponents—including the formidable Lucia Yonazuki. [Written by MAL Rewrite]","['Sequel (TV) Shadowverse Flame', 'Adaptation (Manga) Shadowverse: Arisa Duelverse']",Shadowverse,Shadowverse,Shadowverse,Shadowverse,,['Strategy Game'],['Fantasy'],
60,,ぐでたま,The Lazy Egg,['TV'],1717,Finished Airing,"Mar 31, 2014 to Dec 24, 2023",['Spring 2014'],Not scheduled once per week,['Sanrio'],"None found,",['Gathering'],Original,"['Comedy', 'Gourmet']",,1 min. per ep.,G - All Ages,6.66,#6118,#5979,"13,361",60,2707,"Gudetama, an egg that is dead to the world and completely lacks motivation. No matter what cooking method you use, Gudetama remains unmoved. (Source: ANN)",[],Gudetama,,,,['Kids'],,,
61,,ヒーリングっど♥プリキュア,Healin' Good Pretty Cure,['TV'],45,Finished Airing,"Feb 2, 2020 to Feb 21, 2021",['Winter 2020'],Sundays at 08:30 (JST),"['Asatsu DK', 'Asahi Broadcasting', 'ABC Animation']","None found,",['Toei Animation'],Original,,,24 min. per ep.,G - All Ages,6.92,#4735,#6043,"12,972",84,4185,"Sickly but optimistic middle school student Nodoka Hanadera has just moved to Sukoyaka City, a place famous for its healthy atmosphere. She immediately befriends two of her classmates: the gentle but athletic Chiyu Sawaizumi, whose family runs a hot spring inn, and the bubbly and fashionable daughter of a vet, Hinata Hiramitsu. Soon after arriving, Nodoka finds an ill puppy in a forest, surrounded by three magical talking animals: Rabbirin, Penguitan, and Nyatoran. They tell her that the puppy, Princess Latte, can only be cured by defeating a nearby monster known as a ""Mega Byogen"" and purifying the land it has corrupted. Despite being powerless, Nodoka refuses to give up and let Latte suffer. Moved by her determination, Rabbirin forms a pact with Nodoka, allowing her to transform into a hero known as a Precure. Assuming the persona of ""Cure Grace,"" the energized Nodoka fights off the Byogen and heals the earth, curing Latte. As the Byogen and their leaders continue their attacks, Penguitan and Nyatoran also find their partners in Chiyu and Hinata, giving them the powers of ""Cure Fontaine"" and ""Cure Sparkle"" respectively. Now, it's up to the three Precure and their animal friends to stop the Byogen and protect the earth from their infections! [Written by MAL Rewrite]","[""Adaptation (Manga) Healin' Good♥Precure"", '']",Healin' Good♡Precure,Healin' Good Pretty Cure,Healin' Good Pretty Cure,Healin' Good Pretty Cure,,['Mahou Shoujo'],['Action'],
62,,サザエさん,Mrs. Sazae,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,24 min.,G - All Ages,6.14,#9123,#7116,"8,759",37,1931,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,,,,
63,,ミュークルドリーミー,,['TV'],48,Finished Airing,"Apr 5, 2020 to Apr 4, 2021",['Spring 2020'],Sundays at 10:30 (JST),['Sanrio'],"None found,",['J.C.Staff'],Other,"['Adventure', 'Fantasy']",,24 min. per ep.,G - All Ages,7.00,#4381,#7123,"8,728",31,1879,"The story begins when a middle school girl named Yume sees something fall from the sky, and meets a pale violet-colored kitten named Mew. It turns out that Mew has the power of ""Yume Synchro"" (Dream Synchro), the power to enter dreams. In the dream world, the girl and Mew collect Dream Stones. (Source: ANN)","['Sequel (TV) Mewkledreamy Mix!', '']",Mewkledreamy,,,,['Kids'],,,
64,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",忍たま乱太郎,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,10 min.,G - All Ages,7.07,#4072,#7378,"7,970",77,2546,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,,El Ninja Boy Rantaró,,['Kids'],,['Comedy'],
65,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,,23 min.,G - All Ages,7.34,#2629,#7918,"6,700",61,2165,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),,Chibi Maruko-chan,,['Shoujo'],['School'],['Comedy'],
66,,ゾイドワイルド ZERO,,['TV'],50,Finished Airing,"Oct 4, 2019 to Oct 16, 2020",['Fall 2019'],Fridays at 17:55 (JST),"None found,","None found,",['OLM'],Other,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['Mecha', 'Military']",22 min. per ep.,PG - Children,5.97,#10075,#9006,"4,812",12,753,"In the 21st century planet Earth was rendered inhospitable to life, and people mass-migrated to Planet Zi, the natural home of metallic life forms known as Zoids. Many years later, Zi faces its end. Its inhabitants partake the journey to migrate back to Earth. Attempting to regenerate the Earth to make it hospitable, the migrants come up with a ""Zi-Forming"" scheme. However, the plan fails and Earth is left in its state of turmoil. Overrun by Zoids and blanked by unstable weather phenomena, the migrants are faced with a difficult life. The Empire and Republic settlements attempt to uncover Zoids buried within the Earth to bolster their respective armies. The story picks up following second-generation Earth citizens: Leo Conrad and Buzz Cunningham, who have a chance encounter with a girl Sally Land as she flees the clutches of the Empire. (Source: Zoids Wiki)",[],Zoids Wild Zero,,,,,,,
67,Cardfight!! Vanguard Extra Story,カードファイト!! ヴァンガード外伝 イフ-if-,,['TV'],25,Finished Airing,"May 30, 2020 to Nov 28, 2020",['Spring 2020'],Saturdays at 08:00 (JST),"None found,","None found,",['OLM'],Original,"['Action', 'Adventure', 'Comedy']","['Mythology', 'Parody', 'Strategy Game']",24 min. per ep.,PG-13 - Teens 13 or older,6.48,#7176,#9118,"4,642",12,1682,"Upon the conclusion of the Vanguard High School Koshien, Kouji Ibuki begins to have new nightmares. Nome Tatsunagi has Suiko summon him to the mansion where they learn he can see a Dark Tower called Sanctuary. Sanctuary is causing the timeline to be altered throughout history, and the only way to correct it is for Kouji to first correct his future mistake. Now Kouji and Suiko must travel the parallel world -if- and watch as Magical Girls Emi Sendou and Shuka summon Vanguard units to help correct history. Sadly, the two can't help much, as Cardfighting against real monsters doesn't do much good. (Source: ANN)",[],Cardfight!! Vanguard Gaiden: If,Cardfight!! Vanguard Extra Story -if-,Cardfight!! Vanguard Extra Story: if,Cardfight!! Vanguard Extra Story -if-,,,,
68,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,24 min.,PG - Children,6.58,#6581,#9162,"4,581",31,1735,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,,,['Kids'],,,
69,,りばあす,,['TV'],48,Finished Airing,"Jan 5, 2020 to Jun 23, 2021",['Winter 2020'],Wednesdays at 01:00 (JST),['LIDENFILMS'],"None found,",['LIDENFILMS Osaka Studio'],Card game,,,3 min. per ep.,PG-13 - Teens 13 or older,5.83,#10761,#9172,"4,570",3,933,The series revolve around a team of 12 high school students who love to play the trading card game Rebirth For You. (Source: ANN),[],Rebirth,,,,,['Strategy Game'],['Comedy'],
70,,爆丸アーマードアライアンス,,['TV'],52,Finished Airing,"Apr 3, 2020 to Mar 26, 2021",['Spring 2020'],Fridays at 03:04 (JST),"None found,","None found,",['TMS Entertainment'],Original,"['Action', 'Fantasy']",,24 min. per ep.,PG - Children,5.70,#11340,#9212,"4,509",6,1701,Second season of Bakugan: Battle Planet.,"['Prequel (TV) Bakugan: Battle Planet', 'Sequel (ONA) Bakugan: Geogan Rising']",Bakugan: Armored Alliance,,,,,['Strategy Game'],,
71,,ぼのぼの,Bono Bono,['TV'],Unknown,Currently Airing,"Apr 2, 2016 to ?",['Spring 2016'],Saturdays at 04:52 (JST),"['Fuji TV', 'Glovision']","None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,5 min.,G - All Ages,6.37,#7867,#10211,"3,265",19,757,"Based on the original comic BONO BONO by Mikio Igarashi that has seen over 9,000,000 total copies printed, this is the definitive animated version of the emotionally soothing character-driven series that will make you ask yourself the philosophical question, ""What are living things?"" while laughing at heartwarming gags and being entertained by the interactions of amusing forest friends Bonobono the young sea otter, Chipmunk, Fishing Cat, and more. Enjoy the easygoing days and minor misadventures of Bonobono and his friends! (Source: Fuji Creative)","['Adaptation (Manga) Bonobono', 'Adaptation (Manga) Bono-chan']",Bonobono (TV 2016),Bono Bono,Bono Bono,Bono Bono,,['Anthropomorphic'],,
72,Kiratto Pri☆chan 3rd Season,キラッとプリ☆チャン シーズン3,,['TV'],51,Finished Airing,"Apr 5, 2020 to May 30, 2021",['Spring 2020'],Sundays at 10:00 (JST),['syn Sophia'],"None found,",['Tatsunoko Production'],Game,,"['Idols (Female)', 'Music']",24 min. per ep.,PG - Children,7.23,#3207,#10516,"2,982",11,968,Third season of Kiratto Pri☆chan.,"['Prequel (TV) Kiratto Pri☆chan Season 2', '']",Kiratto Pri☆chan Season 3,,,,,,['Comedy'],
73,,SUPER SHIRO (スーパーシロ),,['TV'],48,Finished Airing,"Oct 14, 2019 to Sep 7, 2020",['Fall 2019'],Unknown,"['Shin-Ei Animation', 'TV Aichi', 'Futabasha', 'Audio Planning U', 'Imagine']","None found,",['Science SARU'],['Manga'],,,5 min. per ep.,PG - Children,6.15,#9111,#10857,"2,695",4,772,"Spin-off series of Crayon Shin-chan franchise, featuring Shiro. Commemorates 60th Anniversary of TV Asahi.",[],Super Shiro,,,,['Kids'],,,
74,,ガル学. ~聖ガールズスクエア学院~,,['TV'],50,Finished Airing,"Apr 6, 2020 to Mar 29, 2021",['Spring 2020'],Mondays at 07:05 (JST),"None found,","None found,","['OLM', 'Wit Studio']",Mixed media,,"['Idols (Female)', 'Music', 'School']",3 min. per ep.,PG-13 - Teens 13 or older,5.62,#11714,#11110,"2,491",5,437,"The anime is set in Holy Girls Square Academy, an academy for training pro star performers. The anime will focus on students who aim to participate in the academy's annual big event, the Girls' Arena. (Source: ANN)","['Sequel (TV) Garugaku. II: Lucky Stars', 'Adaptation (Manga) Gal-gaku.']",Garugaku.: Sei Girls Square Gakuin,,,,,,,
75,,おじゃる丸,Prince Mackaroo,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,10 min.,G - All Ages,6.39,#7742,#11520,"2,215",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,,['Kids'],,,
76,"Yokai Watch Jam: Yokai Academy Y, Y School Heroes",妖怪ウォッチJam 妖怪学園Y Nとの遭遇,Yo-kai Watch Jam: Yo-kai Academy Y,['TV'],63,Finished Airing,"Dec 27, 2019 to Apr 2, 2021",['Winter 2020'],Fridays at 18:25 (JST),"None found,","None found,",['OLM'],Game,"['Comedy', 'Supernatural']","['Mythology', 'School']",24 min. per ep.,PG - Children,6.40,#7694,#11677,"2,116",11,428,,"['Prequel (Movie) Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka', '']",Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,,,,['Kids'],,,
77,PazuDora,パズドラ,Puzzle & Dragon,['TV'],Unknown,Currently Airing,"Apr 2, 2018 to ?",['Spring 2018'],Mondays at 18:25 (JST),['Akatsuki'],"None found,",['Pierrot'],Game,,,24 min.,PG - Children,5.84,#10734,#12352,"1,689",6,147,"The story is set in modern day Japan following the growth of the protagonist Taiga Akashi, an elementary school kid who wants to be a professional gamer someday. (Source: Crunchyroll)",[],Puzzle & Dragon,,,,['Kids'],['Strategy Game'],,
78,"Tomica Bond Combination Earth Granner, Tomika Kizuna Gattai",トミカ絆合体 アースグランナー,,['TV'],51,Finished Airing,"Apr 5, 2020 to Mar 28, 2021",['Spring 2020'],Sundays at 09:30 (JST),"None found,","None found,",['OLM'],Other,"['Action', 'Adventure', 'Sci-Fi']",,24 min. per ep.,PG - Children,5.91,#10406,#12492,"1,623",2,272,"Earth Energy is a force generated naturally by the Earth's rotation. A mysterious alien enemy from space known as ""Dark Spinner"" has invaded Earth in order to steal the Earth Energy and transform it into Dark Energy. The only ones who can stand up to stop them are twin brothers named Raiga and Kuga, who are fighting together with the earth defense team Earth Granner. But will they be able to protect the earth? (Source: Tomica Wiki)",[],Tomica Kizuna Gattai: Earth Granner,,,,,['Mecha'],,
79,"TV Yarou Nanaana Season 3, Televi Yarou Nanana, TV Yarou Nana-na",テレビ野郎 ナナーナ 怪物クラーケンを追え!,,['TV'],24,Finished Airing,"Apr 16, 2020 to Sep 24, 2020",['Spring 2020'],Thursdays at 19:53 (JST),['TV Tokyo'],"None found,",['Studio Crocodile'],Original,"['Adventure', 'Comedy']",,3 min. per ep.,PG-13 - Teens 13 or older,6.01,#9869,#12864,"1,440",2,402,Third season of TV Yarou Nanaana.,"['Prequel (TV) TV Yarou Nanaana: Wakuwaku Doukutsu Land', '']",TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,,,,,,,
