,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,German,Spanish,Demographics,French
182,Lord of Planet,万域封神 第二季,,['ONA'],20,Finished Airing,"Jul 15, 2024 to Sep 23, 2024",,,"None found,","None found,","None found,",Novel,,,,12 min. per ep.,PG-13 - Teens 13 or older,[],#15204,#20957,230,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Wan Yu Feng Shen', '']",Wan Yu Feng Shen 2nd Season,"['Action', 'Fantasy']",,,,,
183,,灯笼刀,Lantern Blade,['ONA'],3,Finished Airing,"Jul 14, 2024",,,"None found,","None found,","None found,",Original,['Action'],,,24 min. per ep.,PG-13 - Teens 13 or older,[],#20229,#21095,222,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Denglong Dao,,['Martial Arts'],,,,
184,,Taisu系列,Taisu Project,['ONA'],4,Finished Airing,"Aug 10, 2024 to Aug 18, 2024",,,"None found,","None found,","None found,",Original,,,,25 min. per ep.,PG-13 - Teens 13 or older,[],#14678,#21179,216,0,,"An animation anthology film project telling four interlinked tales of animated sci-fi and fantasy by directors from Japan, China and the USA that talks about war, life, love and what we are as human. (Source: IMDB)",[],Taisu Xilie,"['Drama', 'Fantasy']",,,,,
185,Wild Fairyland,蛮荒仙界,The Uninhabited Wonderland,['ONA'],48,Finished Airing,"Sep 25, 2024 to Feb 26, 2025",,,"None found,","None found,","None found,",Novel,,,,7 min. per ep.,PG-13 - Teens 13 or older,[],#17511,#21057,224,0,,"In the vast and wild fairyland, the culture of cultivating immortals prevails, and mortals are proud to become cultivators. College student, Lu Hangzhi, transmigrated from the modern times and became a mortal servant in Ziyun Town. He lived a life of treading on thin ice every day, but he refused to accept his fate and worked hard to get rid of his status quo and strived to get ahead. Later, because of a good deed, he was appreciated by Zhu Fuqin, the eldest lady of the Zhu Mansion, and his senior brother Leng Wuya. With unremitting efforts, he passed many tests and joined the Xuanxin Sect. He was promoted from an outer disciple to an inner disciple, and was even favored by the deputy head Chen Ji and took him in. He cut his way through obstacles and moved forward on the road of cultivating immortals. (source: Qiyi)",[],Man Huang Xian Jie,"['Action', 'Adventure', 'Fantasy']",,,,,
186,,战神联盟,God of War Alliance,['ONA'],48,Finished Airing,"Aug 20, 2024 to Jan 14, 2025",,,"None found,","None found,","None found,",Original,,,,8 min. per ep.,PG-13 - Teens 13 or older,[],#16241,#21200,215,0,,"After a magnetic storm strikes the Blue Star Continent, spiritual energy is revived, transforming both humans and animals. This triggers a battle for survival between spirit beasts and humans. Ling Tian, a young prodigy with an ancient divine bloodline and a treasure called the 'God Brain,' discovers that in three years, the continent will face a disaster that will lead to his heroic death. Guided by Yan Ling, his assistant from the future, he embarks on a mission to attain ultimate power and change the continent's fate. (Source: SIMLK)",[],Zhanshen Lianmeng,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['Martial Arts'],,,,
187,,蜀山奇仙录 第二季,Legend of Sho 2nd seeason,['ONA'],10,Finished Airing,"Sep 30, 2024 to Nov 25, 2024",,,"None found,","None found,","None found,",['Manga'],['Fantasy'],,,15 min. per ep.,PG-13 - Teens 13 or older,[],#14315,#21784,187,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Shu Shan Qi Xian Lu', '']",Shu Shan Qi Xian Lu 2nd season,,,,,,
188,,おそ松さん 新作ショートアニメ,,['ONA'],4,Currently Airing,"Sep 11, 2024 to ?",,,"None found,","None found,",['Pierrot Films'],Original,['Comedy'],"['Gag Humor', 'Parody']",,1 min. per ep.,R - 17+ (violence & profanity),[],#18415,#21545,199,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Osomatsu-san Shinsaku Short Anime,,,,,,
189,,New Jersey and Enterprise's Beach Vacation,,['ONA'],1,Finished Airing,"Aug 12, 2024",,,"None found,","None found,",['ARCUS'],Game,['Slice of Life'],,,1 min.,PG-13 - Teens 13 or older,[],#18157,#21449,204,0,,"Commanders, join the shipgirls for a seaside getaway! (Source: YouTube)",[],New Jersey and Enterprise's Beach Vacation,,,,,,
190,,ピヒュッティ,Pihotek,['ONA'],1,Finished Airing,"Sep 6, 2024",,,"None found,","None found,",['Fanworks'],Picture book,['Adventure'],,,2 min.,G - All Ages,[],#18548,#22014,173,0,,"Informed by his relationships with Inuit friends and 20 years of mostly solo expeditions, Yasunaga Ogita pens a poetic account of a walk in the Arctic. He observes animals in their natural habitat, and falls asleep with a sense of oneness with nature mediated by the wind. Then when the new dawn arrives with energy for the world, he sets off walking again. An essay in the back of the book discusses the seriousness of climate change. (Source: Kodansha)",[],Pihotek,,,,,,
191,"The Immortal Traces, Xianji Xun Zong",仙迹寻踪,Searching For The Immortals,['ONA'],48,Finished Airing,"Sep 13, 2024 to Feb 7, 2025",,,['Youku'],"None found,",['Ruo Hong Culture'],Original,,,,7 min. per ep.,PG-13 - Teens 13 or older,[],#15459,#22090,170,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xian Ji Xun Zong,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],,,,
192,,风雨廊桥 昆仑摩勒,Slave,['ONA'],1,Finished Airing,"Jul 21, 2024",,,"None found,","None found,",['Nice Boat Animation'],Original,,,,26 min.,R - 17+ (violence & profanity),[],#20611,#22537,151,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Fengyu Lang Qiao', 'Sequel (ONA) Fengyu Lang Qiao: Bishamonten']",Fengyu Lang Qiao: Kunlun Mo Lei,"['Action', 'Suspense']",,,,,
193,,我的三体 第四季,,['ONA'],9,Finished Airing,"Jul 14, 2024 to Sep 1, 2024",,,"None found,","None found,","None found,",Book,['Sci-Fi'],,,24 min. per ep.,PG-13 - Teens 13 or older,[],#15290,#22599,149,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Wo De San Ti: Zhang Bei Hai Zhuan', 'Adaptation (Manhua) San Ti', 'Adaptation (Novel) San Ti', '']",Wo De San Ti 4th Season,,,,,,
194,,青年导演系列,,['ONA'],4,Finished Airing,"Jul 27, 2024 to Aug 4, 2024",,,"None found,","None found,","None found,",Original,['Fantasy'],,,17 min. per ep.,PG-13 - Teens 13 or older,[],#18792,#22936,138,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Qingnian Daoyan Xilie,,,,,,
195,,风雨廊桥 毗沙门天,Vaisravana,['ONA'],1,Finished Airing,"Jul 21, 2024",,,"None found,","None found,",['Nice Boat Animation'],Original,,,,21 min.,R - 17+ (violence & profanity),[],#20610,#23049,134,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Fengyu Lang Qiao: Kunlun Mo Lei', '']",Fengyu Lang Qiao: Bishamonten,"['Action', 'Suspense']",,,,,
196,,새로구미뎐: 산 257,,['ONA'],2,Finished Airing,"Sep 29, 2024 to Oct 7, 2024",,,"None found,","None found,",['STUDIOK110'],Other,['Fantasy'],,,6 min. per ep.,G - All Ages,[],#19004,#22937,138,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Saero Gumidyeon: San 257,,['Historical'],,,,
197,,侠鸣客栈,,['ONA'],16,Finished Airing,"Jul 20, 2024",,,"None found,","None found,","None found,",Original,,,,6 min. per ep.,PG-13 - Teens 13 or older,[],#15453,#23483,122,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xia Ming Kezhan,"['Action', 'Comedy']",,,,,
198,,成语中国,,['ONA'],20,Finished Airing,"Aug 16, 2024",,,"None found,","None found,","None found,",Original,['Comedy'],,,3 min. per ep.,G - All Ages,[],#19873,#23565,120,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Chengyu Zhong Guo,,['Educational'],,,,
199,,非人哉 第二季,,['ONA'],Unknown,Currently Airing,"Sep 30, 2024 to ?",,,"None found,","None found,",['Fenz'],['Manga'],,,,3 min.,PG-13 - Teens 13 or older,[],#20558,#23253,127,0,,Part three of second season of Fei Ren Zai.,"['Prequel (ONA) Fei Ren Zai 2nd Season Part 2', '']",Fei Ren Zai 2nd Season Part 3,"['Comedy', 'Supernatural']",['Mythology'],,,,
200,,负极猎人,,['ONA'],12,Finished Airing,"Sep 4, 2024 to ?",,,"None found,","None found,","None found,",Unknown,['Action'],,,15 min. per ep.,PG-13 - Teens 13 or older,[],#20652,#23687,117,16,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Fuji Lieren,,,,,,
201,,如果历史是一群喵 第十一季,,['ONA'],12,Finished Airing,"Aug 17, 2024 to Oct 26, 2024",,,"None found,","None found,","None found,",['Web manga'],['Comedy'],"['Educational', 'Historical']",['Kids'],9 min. per ep.,G - All Ages,[],#18951,#24208,106,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Ruguo Lishi Shi Yiqun Miao 10th Season', '']",Ruguo Lishi Shi Yiqun Miao 11th Season,,,,,,
202,,茶啊二中第五季,,['ONA'],8,Finished Airing,"Jul 21, 2024",,,"None found,","None found,","None found,",Original,['Comedy'],,['Kids'],23 min. per ep.,G - All Ages,[],#19786,#24931,95,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Cha A Er Zhong 4th Season', '']",Cha A Er Zhong 5th Season,,['School'],,,,
203,,不白吃古诗词漫游记第二季,,['ONA'],45,Finished Airing,"Jul 5, 2024 to Sep 20, 2024",,,"None found,","None found,","None found,",Other,['Comedy'],,['Kids'],2 min. per ep.,G - All Ages,[],#19670,#24929,95,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Bu Bai Chi Gu Shici Man Youji', '']",Bu Bai Chi Gu Shici Man Youji 2nd Season,,['Historical'],,,,
204,,未来からやってきた森,The Forest From the Future,['ONA'],1,Finished Airing,"Sep 1, 2024",,,"None found,","None found,","None found,",Other,,,,17 min.,G - All Ages,[],#17833,#24148,108,0,,"This is the story of Wales-born C. W. Nicol who restored Japan's desolate forests. Nicol was involved with nature all over the world, including Arctic exploration and the creation of national parks in Ethiopia. He came to Japan, fascinated by the biodiversity of the country, with its drift ice to the north and coral reefs to the south. However, what he saw there were virgin forests being cut down one after another for economic reasons, and rivers being hardened with concrete. After learning that the Afan Argoed Forest Park in Wales had been restored by human hands, Nicol decided to create forests with his own hands to restore nature in Japan. He dreamed of the forests 100 years from now, which he would never be able to see. (Source: Official site, translated)",[],Mirai kara Yattekita Mori,,['Historical'],,,,
205,,WBB short short animation,,['ONA'],Unknown,Currently Airing,"Sep 2, 2024 to ?",,,"None found,","None found,",['Echoes'],Original,['Slice of Life'],,,1 min.,PG-13 - Teens 13 or older,[],#15261,#24317,104,0,,Spin-off series of the original short animation Wander Burabura Bakkamu.,[],WBB Short Short Animation,,,,,,
206,,核力总动员,,['ONA'],1,Finished Airing,"Aug 3, 2024",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 5 min.,PG - Children,[],#21089,#25595,85,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],He Li Zongdongyuan,"['Adventure', 'Fantasy']",,,,,
207,,おなかがぐ〜ぐ〜アイランド,,['ONA'],Unknown,Currently Airing,"Sep 25, 2024 to ?",,,['Waffen Film Studio'],"None found,",['Tsumupapa'],Original,,,,4 min.,G - All Ages,[],#18351,#27113,68,0,,"This is Guuguu Island, a magical island where the Yakiniku King menu items live. Meat, vegetables, mulberries, sweets... there's all kinds of delicious food! Calvin the apprentice galbi has a dream to become ""Yakiniku King's most popular menu item""! To achieve that, he is happily flying around the universe with his adorable friends. Will Calvin and his friends be able to become Yakiniku King's most popular menu items? Aim for a delicious serving! Aim for a delicious Yakiniku King! (Source: YouTube, translated)",[],Onaka ga Guuguu Island,"['Fantasy', 'Gourmet']",['Anthropomorphic'],,,,
208,,我叫MT 第七季,,['ONA'],10,Finished Airing,"Jul 10, 2024 to ?",,,"None found,","None found,","None found,",Game,,,,23 min. per ep.,G - All Ages,[],#15306,#27795,55,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Wo Jiao MT 6th Season', '']",Wo Jiao MT 7th Season,"['Comedy', 'Fantasy']",,,,,
209,,爆裂飞车5晶码迷踪,Screechers Wild! 5th Season,['ONA'],30,Finished Airing,"Sep 15, 2024 to Oct 14, 2024",,,"None found,","None found,",['Alpha Group'],Original,,,['Kids'],13 min. per ep.,PG - Children,[],#19482,#27950,44,0,,Fifth season of Baolie Feiche.,"['Prequel (ONA) Baolie Feiche 4: Shou Shen Chuji', '']",Baolie Feiche 5: Jing Ma Mi Zong,"['Action', 'Adventure', 'Sci-Fi']",['Racing'],,,,
210,,我，修仙界的公敌,The Public Enemy Of The Immortal World,['ONA'],40,Finished Airing,"Jul 28, 2024 to ?",,,"None found,","None found,","None found,",Unknown,,,,7 min. per ep.,R - 17+ (violence & profanity),[],#15333,#27938,46,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Wo Xiu Xianjie De Gongdi,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Martial Arts'],,,,
211,,奶龙爆笑嘉年华2,,['ONA'],40,Finished Airing,"Jul 10, 2024 to ?",,,"None found,","None found,","None found,",Original,,,['Kids'],3 min. per ep.,PG - Children,[],#18054,#28000,37,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Nai Long Baoxiao Jianianhua', '']",Nai Long Baoxiao Jianianhua 2,"['Adventure', 'Comedy', 'Fantasy']",,,,,
212,"DeDeDeDe, DDDD",デッドデッドデーモンズデデデデデストラクション,Dead Dead Demons Dededede Destruction,['ONA'],17,Finished Airing,"May 31, 2024 to Sep 20, 2024",,,"['TV Tokyo', 'GAGA', 'Tohokushinsha Film Corporation', 'Sony Music Entertainment', ""Toy's Factory"", 'Shogakukan', 'GrandFunk']","None found,",['Production +h.'],['Manga'],,,['Seinen'],23 min. per ep.,PG-13 - Teens 13 or older,7.93,#771,#3302,"50,454",435,17732,"When you look up at the sky, what do you see? A blue sky? Freedom? A hopeful future? The people of Tokyo see none of these. Instead, an ominous alien mothership looms overhead, engulfing the city skyscape. Three years ago, they came. The arrival of the ""Invaders"" sparked the greatest war humanity had ever faced—one that threatened to end the world. The Japanese government scrambled to fight the Invaders. Weapons were mass-produced, sparking controversy and pacifist movements. That day, everything changed. And yet, nothing has changed. Kadode Koyama and Ouran Nakagawa live their final days like they always have: going to school, playing with friends, and doing what any carefree high school girl would do. As they grow up, they come to learn what it truly means to be an adult, in a world where adults seem to be demons who only deceive and destroy. They come to learn the real threat to humanity is not the Invaders, but humanity itself. [Written by MAL Rewrite]","['Prequel (ONA) Dead Dead Demons Dededede Destruction (ONA) Episode 0', 'Adaptation (Manga) Dead Dead Demons Dededede Destruction']",Dead Dead Demons Dededede Destruction (OVA),"['Drama', 'Sci-Fi']",['School'],,,,
213,,少年が大人になった夏,,['OVA'],Unknown,Currently Airing,"Sep 6, 2024 to ?",,,"['Queen Bee', 'Mediabank']","None found,",['Blue bread'],['Manga'],['Hentai'],,,20 min.,Rx - Hentai,6.67,N/A,#10131,"3,384",24,952,"Ryuuki Kirishima is a boy who lives with his older sister, Reiko, after the tragic death of their parents in a car accident. One summer day, Ryuuki and his friends gather to watch adult videos for fun. Although Ryuuki doesn't usually enjoy this type of content, he feels inexplicably attracted to videos featuring Kiriru, a new and popular porn actress. As he watches, Ryuuki feels a strong attraction to Kiriru, and to his surprise, she appears before him in person. (Source: TMDB)","['Adaptation (Manga) Shounen ga Otona ni Natta Natsu', '']",Shounen ga Otona ni Natta Natsu,,,,,,
214,,性欲つよつよ THE ANIMATION,,['OVA'],Unknown,Currently Airing,"Jul 26, 2024 to ?",,,['Pink Pineapple'],"None found,",['Seven'],['Manga'],['Hentai'],,,16 min.,Rx - Hentai,7.04,N/A,#10461,"3,072",13,982,"High school student Haruki Nanase dates Ryosuke. All her friends envy her, because Ryosuke is a real macho, and also an athlete. After some time, the girl becomes irritated and nervous. It's all about her boyfriend's selfishness in terms of sex, in which she receives virtually no pleasure. Nervousness grew every day, and to relieve stress, Haruki decided to make fun of the quiet Nazaki. Wanting to disgrace the guy, she pulled off his pants.","['Adaptation (Manga) Seiyoku Tsuyo Tsuyo', '']",Seiyoku Tsuyotsuyo The Animation,,['School'],,,,
215,,バブルdeハウスde○○○ THE ANIMATION,,['OVA'],Unknown,Currently Airing,"Aug 30, 2024 to ?",,,['Pink Pineapple'],"None found,",['Seven'],Visual novel,['Hentai'],,,31 min.,Rx - Hentai,7.43,N/A,#10612,"2,934",22,768,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Bubble de House de *** The Animation,,,,,,
216,,陰キャカップルが陽ギャル達とSEXトレーニングする話,,['OVA'],Unknown,Currently Airing,"Sep 27, 2024 to ?",,,['Lune-Pictures'],"None found,",['T-Rex'],['Manga'],['Hentai'],,,16 min.,Rx - Hentai,7.57,N/A,#10985,"2,623",22,826,Unstoppable gals get out of control! The sex life of an otaku student couple develops rapidly due to the influence of gal schoolgirls. (Source: TMDB),[],Incha Couple ga You Gal-tachi to Sex Training Suru Hanashi,,,,,,
217,Imagination Real,いまりあ,,['OVA'],4,Finished Airing,"Aug 30, 2024 to Dec 27, 2024",,,"['Lune-Pictures', 'Antechinus']","None found,",['T-Rex'],['Manga'],['Hentai'],,,16 min. per ep.,Rx - Hentai,6.73,N/A,#10978,"2,628",13,811,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Manga) Ima♡Ria', '']",Imaria,,,,,,
218,,セックスが好きで好きで大好きなクラスメイトのあの娘,,['OVA'],Unknown,Currently Airing,"Sep 6, 2024 to ?",,,['Mary Jane'],"None found,",['New Generation'],['Manga'],['Hentai'],,,15 min.,Rx - Hentai,7.11,N/A,#11112,"2,528",8,709,"Sakurai Taichi, facing a financial crunch, lands a job as an assistant on a film shoot where he reunites with his schoolmate and the most beautiful girl in school, Himawari Kanan. To his surprise, the shoot turns out to be for an adult video, which initially shocks Taichi, who tries to decline the offer. However, Kanan accepts the role, claiming it will be an educational experience. Despite feeling uncomfortable with Kanan's bold actions, Taichi finds enjoyment in working alongside her. During the shoot, the lead actor has an accident, and Taichi steps in to replace him, which leads Kanan to also participate in the video. (Source: TMDB)",[],Sex ga Suki de Suki de Daisuki na Classmate no Ano Musume,,,,,,
219,,糸を撚る,,['OVA'],Unknown,Currently Airing,"Jul 19, 2024 to ?",,,['Queen Bee'],"None found,",['Blue bread'],['Manga'],['Hentai'],,,20 min.,Rx - Hentai,5.61,N/A,#11959,"1,960",7,617,"A schoolgirl track and field athlete takes shelter from the rain at a lonely and secluded bus stop. Shortly after, a student otaku arrives at the same stop to seek shelter from the rain as well. As they talk, their dark desires show themselves and they both satisfy each other sexually. (Source: TMDB)","['Adaptation (Manga) Ito wo Yoru', '']",Ito wo Yoru,,,,,,
220,,リジネッタさんの冒険,,['OVA'],Unknown,Currently Airing,"Aug 30, 2024 to ?",,,"None found,","None found,",['Majin'],Game,['Hentai'],,,16 min.,Rx - Hentai,5.71,N/A,#12648,"1,567",2,386,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Reginetta-san no Bouken,,,,,,
221,,祓魔○女シャルロット,,['OVA'],Unknown,Currently Airing,"Sep 27, 2024 to ?",,,"None found,","None found,",['Majin'],Game,['Hentai'],,,16 min.,Rx - Hentai,5.80,N/A,#13115,"1,359",1,304,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Futsuma *jo Charlotte,,,,,,
222,Gekijouban Overlord: Sei Oukoku-hen,劇場版「オーバーロード」聖王国編,Overlord: The Sacred Kingdom,['Movie'],1,Finished Airing,"Sep 20, 2024",,,"['Kadokawa', 'Kadokawa Animation', 'Bit grooove promotion']","None found,",['Madhouse'],['Light novel'],,,,2 hr. 15 min.,R - 17+ (violence & profanity),7.79,#1078,#2622,"76,167",329,6967,"The Sacred Kingdom has enjoyed a great many years without war thanks to a colossal wall constructed after a historic tragedy. They understand best how fragile peace can be. When the terrible demon Jaldabaoth takes to the field at the head of a united army of monstrous tribes, the Sacred Kingdom's leaders know their defenses are not enough. With the very existence of the country at stake, the pious have no choice but to seek help wherever they can get it, even if it means breaking taboo and parlaying with the undead king of the Nation of Darkness! (Source: Yen Press)","['Adaptation (Manga) Overlord', 'Adaptation (Manga) Overlord: ""Shin"" Sekai-hen', 'Adaptation (Light Novel) Overlord', '']",Overlord Movie 3: Sei Oukoku-hen,"['Action', 'Adventure', 'Fantasy']",['Isekai'],,,,
223,,僕のヒーローアカデミアTHE MOVIE ユアネクスト,My Hero Academia: You're Next,['Movie'],1,Finished Airing,"Aug 2, 2024",,,"['Dentsu', 'Yomiuri Telecasting', 'Movic', 'TOHO', 'Sony Music Entertainment', 'Nippon Television Network', 'TOHO animation', 'Shueisha']","None found,",['Bones'],['Manga'],['Action'],"['School', 'Super Power']",['Shounen'],1 hr. 50 min.,PG-13 - Teens 13 or older,7.53,#1832,#2957,"62,292",213,8896,The fourth Boku no Hero Academia movie.,"[""Adaptation (Light Novel) Boku no Hero Academia the Movie: You're Next"", '']",Boku no Hero Academia the Movie 4: You're Next,,,,,,
224,"Gekijouban Mononoke Karakasa, Mononoke the Movie: Karakasa",劇場版モノノ怪 唐傘,Mononoke the Movie: Phantom in the Rain,['Movie'],1,Finished Airing,"Jul 26, 2024",,,['Twin Engine'],"None found,",['EOTA'],Original,,"['Adult Cast', 'Historical', 'Mythology', 'Psychological']",,1 hr. 29 min.,R - 17+ (violence & profanity),8.02,#637,#3909,"36,701",297,6816,"Asa and Kame strike up an immediate friendship when they arrive at the same time for their first day of duty at the Ooku, the splendid pleasure palace housing the harem of Lord Tenshi. The two young women are there to join the many hundreds of other maidservants—men are barred from entering, with immediate beheading the price of trespassing. It soon becomes clear that behind the luxurious lifestyle and ritualized routines of the Ooku lie sinister schemes and cynical rivalries. Meanwhile, a mysterious wandering potion-peddler known only as the Medicine Seller subtly insinuates himself into the Ooku, just as an uncanny, otherworldly menace begins to reveal itself. (Source: Fantasia Festival)","['Adaptation (Manga) Gekijouban Mononoke: Karakasa', 'Adaptation (Novel) Shousetsu Gekijouban Mononoke: Karakasa']",Mononoke Movie: Karakasa,"['Horror', 'Mystery', 'Supernatural', 'Suspense']",,,,,
225,Your Color,きみの色,The Colors Within,['Movie'],1,Finished Airing,"Aug 30, 2024",,,"['TOHO', 'STORY']",['GKIDS'],['Science SARU'],Original,['Drama'],,,1 hr. 41 min.,PG-13 - Teens 13 or older,7.70,#1299,#4218,"31,167",124,3484,"Totsuko is a high school student with the ability to see the ""colors"" of others. Colors of bliss, excitement, and serenity, plus a color she treasures as her favorite. Kimi, a classmate at her school, gives off the most beautiful color of all. Although she does not play an instrument, Totsuko forms a band with Kimi and Rui, a quiet music enthusiast they meet at a used bookstore in a far corner of town. As they practice at an old church on a remote island, music brings them together, forming friendships and stirring affections. Will they discover their true ""colors""? (Source: GKIDS, edited)",[],Kimi no Iro,,['Music'],,,,
226,,映画 ギヴン 海へ,,['Movie'],1,Finished Airing,"Sep 20, 2024",,,"['Aniplex', 'Blue Lynx']","None found,",['Lerche'],['Manga'],,,,1 hr. 20 min.,PG-13 - Teens 13 or older,7.52,#1885,#5630,"15,664",45,406,Second part of Given Movie: Hiiragi Mix.,"['Prequel (Movie) Given Movie 2: Hiiragi Mix', 'Adaptation (Manga) Given']",Given Movie 3: Umi e,"['Boys Love', 'Drama']",['Music'],,,,
227,,Garden of Remembrance,Garden of Remembrance,['Movie'],1,Finished Airing,"Aug 30, 2024",,,"['Tohokushinsha Film Corporation', 'Avex Pictures']",['GKIDS'],['Science SARU'],Original,,,,17 min.,PG-13 - Teens 13 or older,6.77,#5500,#7822,"6,930",12,1108,"An untidy room. Empty beer tins, empty wine bottles, a half-empty glass of whisky... A girl is getting up absent-mindedly and starts preparing herself. YOUR morning starts. Lazy and hard-to-wake-up YOU. The emoticon is ME watching over YOU. I play tricks on YOU, while YOU are playing the guitar and drinking. One day, in town, YOU walk past THE CHILDHOOD FRIEND who is buying an Anemone I liked, and remembering that I liked them, YOU rush out to buy them. THE CHILDHOOD FRIEND displays the Anemone with care. One day, years after I died, YOU hear noise from the closet. Opened, YOU see MY garden right in front of YOU. Overflowing emotions of ME and YOU. When exiting from the room with memories, a picture of the Anemone that YOU painted is displayed in YOUR new room. (Souce: Annecy Film Festival)",[],Garden of Remembrance,,,,,,
228,Love Live! Nijigasaki High School Idol Club Final Chapter,ラブライブ! 虹ヶ咲学園スクールアイドル同好会 完結編,,['Movie'],1,Finished Airing,"Sep 6, 2024",,,"['Lantis', 'Shochiku', 'Bandai Namco Filmworks']","None found,",['Sunrise'],Original,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",,1 hr. 7 min.,PG-13 - Teens 13 or older,7.57,#1671,#7856,"6,863",21,457,First part of Love Live! Nijigasaki Gakuen School Idol Doukoukai Kanketsu-hen.,"['Prequel (OVA) Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky', 'Sequel (Movie) Love Live! Nijigasaki Gakuen School Idol Doukoukai: Kanketsu-hen Part 2']",Love Live! Nijigasaki Gakuen School Idol Doukoukai: Kanketsu-hen,,,,,,
229,,化け猫あんずちゃん,Ghost Cat Anzu,['Movie'],1,Finished Airing,"Jul 19, 2024",,,['NBCUniversal Entertainment Japan'],['GKIDS'],"['Shin-Ei Animation', 'Miyu Productions']",['Manga'],['Fantasy'],,['Shounen'],1 hr. 34 min.,PG-13 - Teens 13 or older,6.94,#4653,#8743,"5,286",17,975,"Karin, 11 years old, is abandoned by her father at her grandfather’s house, the monk of a small town in the Japanese countryside. Her grandfather asks Anzu, his jovial and helpful although rather capricious ghost cat, to look after her. The meeting of their strong characters causes sparks, at least at the beginning… (Source: Miyu Productions)","['Adaptation (Manga) Bakeneko Anzu-chan', '']",Bakeneko Anzu-chan,,,,,,
230,"Be Forever Yamato: Rebel 3199, Star Blazers",ヤマトよ永遠に REBEL3199,Star Blazers: Space Battleship Yamato 3199,['Movie'],Unknown,Currently Airing,"Jul 19, 2024 to ?",,,"['Production I.G', 'Satelight', 'Shochiku', 'Bandai Spirits', 'ADK Marketing Solutions', 'Bandai Namco Filmworks', 'Bandai Namco Music Live']","None found,",['studio MOTHER'],Original,,"['Adult Cast', 'Military', 'Space']",,Unknown,PG-13 - Teens 13 or older,7.12,#3817,#9486,"4,154",11,204,Sequel to Uchuu Senkan Yamato 2205: Aratanaru Tabidachi.,"['Prequel (OVA) Uchuu Senkan Yamato 2205: Aratanaru Tabidachi', '']","Yamato yo, Towa ni: Rebel 3199","['Action', 'Drama', 'Sci-Fi']",,,,,
231,,刀剣乱舞 廻 -々伝 近し侍らうものら-,Touken Ranbu Kai Douden,['Movie'],1,Finished Airing,"Aug 16, 2024",,,"['Rakuonsha', 'TOHO animation']","None found,",['domerica'],Other,,"['Anthropomorphic', 'Historical', 'Samurai']",,1 hr. 9 min.,PG-13 - Teens 13 or older,[],#14980,#11221,"2,446",8,,Prequel movie of Touken Ranbu Kai: Kyoden Moyuru Honnouji.,"['Sequel (TV) Touken Ranbu Kai: Kyoden Moyuru Honnouji', '']",Touken Ranbu Kai: Douden Chikashi Haberau Monora,"['Action', 'Fantasy']",,,,,
